0.000000000000000000e+00,1.336000000000000000e+03,1.180000000000000000e+02,2.780000000000000000e+02,7.790000000000000000e+02,4.000000000000000000e+00,3.620000000000000000e+02,6.930000000000000000e+02,9.820000000000000000e+02,3.770000000000000000e+02
1.990000000000000000e+02,0.000000000000000000e+00,1.176000000000000000e+03,1.970000000000000000e+02,2.410000000000000000e+02,2.880000000000000000e+02,2.200000000000000000e+03,2.300000000000000000e+01,2.930000000000000000e+02,1.260000000000000000e+02
2.540000000000000000e+02,4.110000000000000000e+02,0.000000000000000000e+00,2.670000000000000000e+02,2.064000000000000000e+03,1.270000000000000000e+02,9.080000000000000000e+02,8.000000000000000000e+00,2.260000000000000000e+02,1.610000000000000000e+02
2.300000000000000000e+02,7.600000000000000000e+01,1.257000000000000000e+03,0.000000000000000000e+00,2.094000000000000000e+03,1.300000000000000000e+01,2.360000000000000000e+02,6.100000000000000000e+01,2.850000000000000000e+02,3.630000000000000000e+02
4.410000000000000000e+02,8.890000000000000000e+02,1.800000000000000000e+01,6.260000000000000000e+02,0.000000000000000000e+00,4.430000000000000000e+02,3.850000000000000000e+02,7.240000000000000000e+02,6.600000000000000000e+01,7.900000000000000000e+01
2.980000000000000000e+02,1.380000000000000000e+02,1.760000000000000000e+02,4.200000000000000000e+01,3.190000000000000000e+02,0.000000000000000000e+00,8.130000000000000000e+02,1.315000000000000000e+03,7.000000000000000000e+00,6.100000000000000000e+02
6.040000000000000000e+02,3.040000000000000000e+02,1.340000000000000000e+02,7.460000000000000000e+02,6.300000000000000000e+02,2.700000000000000178e+00,9.890000000000000000e+02,0.000000000000000000e+00,0.000000000000000000e+00,0.000000000000000000e+00
0.000000000000000000e+00,2.700000000000000000e+02,2.260000000000000000e+02,1.350000000000000000e+02,2.740000000000000000e+02,3.440000000000000000e+02,0.000000000000000000e+00,1.946000000000000000e+03,4.750000000000000000e+02,4.240000000000000000e+02
0.000000000000000000e+00,7.600000000000000000e+02,1.740000000000000000e+02,1.542000000000000000e+03,3.800000000000000000e+02,2.600000000000000000e+01,2.120000000000000000e+02,0.000000000000000000e+00,2.090000000000000000e+02,9.240000000000000000e+02
1.550000000000000000e+02,1.870000000000000000e+02,9.000000000000000000e+00,3.430000000000000000e+02,6.340000000000000000e+02,5.230000000000000000e+02,1.150000000000000000e+02,0.000000000000000000e+00,1.655000000000000000e+03,1.276000000000000000e+03
